txt,category
"<Uploader>:Taiwan premier Su Tseng-chang resigns, cabinet reshuffle expected soon. <Description>:Taiwan's premier and his cabinet have quit. Mr Su Tseng-chang has submitted his resignation to President Tsai Ing-wen after serving four years in office. His exit comes after the ruling Democratic Progressive Party suffered its worst defeat in local polls last November. That hotly contested race saw the KMT gaining ground a",
"<Uploader>:New Zealand PM Jacinda Ardern announces shock resignation. <Description>:New Zealand Prime Minister Jacinda Ardern has said she will step down in February. The ruling Labour Party will meet on Sunday to elect her replacement, while a general election is expected in October. Ms Ardern's unexpected resignation brings the curtain down on a stunning political career. She steered New Zeala",
"<Uploader>:Zelenskyy urges allies to speed up supply of weapons, slams Germany's hesitation to send tanks. <Description>:Ukraine has urged its allies to speed up the supply of tanks and crucial air defences. An official said Ukraine has ""no time"" and warned that the slow pace of discussions is costing lives. Meanwhile, at the World Economic Forum in Davos, President Volodymyr Zelenskyy criticised Germany's hesitation in supplying Ukraine ",
"<Uploader>:Hong Kong is running out of space for its trash. <Description>:Hong Kong produces some 3,400 tonnes of food waste a day, and its landfills are fast running out of space. CNA’s Deborah Wong reports.",
"<Uploader>:Personal toll, decline in popularity reasons for New Zealand PM Ardern’s resignation. <Description>:New Zealand Prime Minister Jacinda Ardern proved her crisis management abilities leading the country through its worst terror attack, a deadly volcanic eruption and the COVID-19 pandemic. But while COVID-19 drove her reputation globally, she also became the face of divisive issues within New Zealand itself. Political ob",
"<Uploader>:New Zealand PM Jacinda Ardern resigns, to step down by Feb 7. <Description>:New Zealand Prime Minister Jacinda Ardern announced on Thursday (Jan 19) that she will resign no later than Feb 7.  ""I know what this job takes, and I know that I no longer have enough in the tank to do it justice,""  she said. Ardern said the next general election will be held on Oct 14 and she would continue as an electorate ",
"<Uploader>:Singapore renews war on scams with new online guide. <Description>:Downloading and using anti-scam software on mobile devices could save you from being conned. This is among the many new tips from the Home Affairs Ministry's latest campaign. The online guide was launched at an anti-scam seminar, as Singapore renews its war on fraudsters. ",
"<Uploader>:COE premiums rebound in some categories in latest exercise. <Description>:COE premiums have rebounded in some categories in the second bidding exercise of the year. Smaller vehicles in Category A finished at S$86,000, S$6,000 higher than in the previous exercise. Premiums for larger cars in Category B closed at S$105,459, up by S$3,457.",
"<Uploader>:Paying progressive salaries: 1,900 Singapore firms accredited for uplifting lower-wage workers. <Description>:",
"<Uploader>:Stores report rise in demand for CNY hampers but challenges remain. <Description>:This Chinese New Year, many Singaporeans have been putting gifting at the top of their to-do lists. Most stores have reported a rise in demand for hampers, some by as much as 20 per cent. But it has not all been smooth sailing because of rising costs, supply chain disruptions and manpower issues.",
<Uploader>:Tharman calls for regulation of cryptocurrency space. <Description>:There is a need for regulation in the cryptocurrency space to protect against money laundering and other financial crimes. The call came from a panel of regulators and bank CEOs at the World Economic Forum’s annual meeting. Senior Minister and Chairman of the Monetary Authority of Singapore Tharman Shanmugara,
<Uploader>:Some home bakers see sales drop by as much as 40% this CNY. <Description>:Some home bakers have said that business has dropped up to 40 per cent this Chinese New Year. Many are thinking of going beyond their online businesses to reach more customers. They want to capitalise on the return of consumers at shopping malls after pandemic measures were lifted. But these bakers face several ,
"<Uploader>:More collaboration needed for Singapore to cope with ageing population. <Description>:As people live longer, the economy of care for them calls for closer collaboration among governments and the private sector. This issue took centrestage in a discussion at the World Economic Forum, in which Singapore's National Development Minister Desmond Lee ",
"<Uploader>:Construction of Cross Island Line begins. <Description>:Construction of Phase 1 of the Cross Island Line has begun. It is set to see 600,000 rides taken a day when the first 12 stations open by 2030. They stretch from Aviation Park in Changi to Bright Hill in Sin Ming.",
<Uploader>:How Hong Kong is adapting to extreme weather events. <Description>:Climate scientists in Hong Kong say the city will need to brace for more super typhoons as temperatures in the world's oceans continue to rise. CNA looks at how Hong Kong is adapting to the increasingly erratic weather. ,
"<Uploader>:Philippine Nobel laureate Maria Ressa cleared of tax evasion. <Description>:In a major legal victory for Nobel laureate Maria Ressa and her digital news company Rappler, a Philippine court has overturned their conviction on four charges of tax evasion. The case stems from the link between Rappler and a foreign philanthropic investment firm. But Ms Ressa's battles are far from over. She has three ",
"<Uploader>:Helicopter crash outside Kyiv kills top leadership of Ukraine's interior ministry. <Description>:A helicopter crash on the outskirts of Kyiv has killed the top leadership of Ukraine's interior ministry. The Minister of Internal Affairs, the First Deputy Interior Minister and State Secretary are among the dead. Eighteen people died in total, including three children. ",
"<Uploader>:France braces for strikes over pension reform plan. <Description>:France is bracing for severe public transport disruptions on Jan 19, as workers join a nationwide cross-sector strike against an unpopular pension reform plan. The proposed changes would raise the retirement age from 62 to 64 and increase contributions required for a full pension.",
"<Uploader>:Moderna says it is in talks with China about supplying COVID-19 vaccines. <Description>:Drug maker Moderna is in active discussions with China about supplying COVID-19 vaccines. The nation has so far not allowed the domestic use of foreign vaccines. Meanwhile, China has vowed that funding issues will not stand in the way of treatment for COVID-19. The finance ministry is directing local governments to tra",
<Uploader>:Vietnam's lawmakers approve President Nguyen Xuan Phuc's resignation. <Description>:Vietnamese lawmakers have rubber-stamped the resignation of President Nguyen Xuan Phuc. The National Assembly has held an extraordinary meeting to discuss personnel issues. This comes after the ruling Communist Party blamed Mr Phuc for graft that was carried out by people under him when he was prime minister,
"<Uploader>:Meaningful engagement between US and China is essential: UN chief. <Description>:UN Secretary-General Antonio Guterres has called on the US and China to work together on climate, trade and technology. Speaking at the World Economic Forum in Davos, Switzerland, Mr Guterres also mentioned the pressing issue of climate change. He urged businesses to put forward credible and transparent transi",
<Uploader>:US Treasury Secretary Janet Yellen meets Chinese Vice Premier Liu He in Zurich. <Description>:The top economic officials from the world's top two economies have pledged to talk more. US Treasury Secretary Janet Yellen and Chinese Vice Premier Liu He met in Zurich for their first face-to-face meeting. Both officials said that communication is key to containing their nations' rivalry.,
"<Uploader>:Firms look forward to hiring foreigners from new sources. <Description>:These workers can fill manpower gaps in roles such as cooks in Indian restaurants, vegetable picklers and sauce makers. CNA's Ernest Loy reports.",
"<Uploader>:Bank Of Japan keeps yield control policy unchanged, yen slumps. <Description>:The reaction of the Japanese yen, which tumbled after the Bank of Japan decided to keep its yield curve control targets in place, shows that such a move is difficult to maintain, Dr Alicia Garcia-Herrero, chief economist for Asia Pacific at Natixis, told CNA's Asia Now.",
<Uploader>:Where does the Netherlands stand on the US-China semiconductor dispute?. <Description>:,
"<Uploader>:Why does Pakistan want to improve ties with India now?. <Description>:Pakistan's Prime Minister Shehbaz Sharif has offered to hold talks with his Indian counterpart over all outstanding issues, including disputed Kashmir. Analyst James Schwemlein tells CNA's Asia Now the significance of the timing and explores the chances of such a dialogue happening.",
"<Uploader>:Year of the Rabbit: Pet stores calling for responsible ownership as interest spikes. <Description>:The rabbit may be one of the luckiest animals in the Chinese zodiac, but for pet bunnies, their fates are far less certain. With pet stores seeing interest for rabbits spike by up to 30%, concerns are growing about what happens when new pet owners later tire of their furry companions. SPCA already sees about four to six rabbits",
"<Uploader>:Over 200 awards given to outstanding Home Team officers, teams and agencies. <Description>:More than 200 awards have been presented by the Home Affairs Ministry to officers, teams and agencies to recognise them for excellence in major operations and cases, as well as outstanding service and innovation in the course of their work. These awards were given out at the Minister's Awards presentation ceremon",
"<Uploader>:Scientists should work together to tackle global challenges: DPM Heng. <Description>:Cooperation in the global scientific community is needed to address challenges like climate change and ageing populations. Speaking at the opening of the Global Young Scientists Summit, Deputy Prime Minister Heng Swee Keat urged scientists to collectively grow scientific knowledge. Over 350 participants are on site, whil",
"<Uploader>:Engineers can lead, contribute in a significant way to Singapore's sustainability journey: Grace Fu. <Description>:At the 56th annual dinner of the Institution of Engineers Singapore, Sustainability and Environment Minister Grace Fu said engineers have an important role to play in tackling climate change. The event recognised the achievements of key industry players. SMRT chairman Seah Moon Ming received the IES Lifetime Eng",
"<Uploader>:55 armed ship robberies in Singapore Strait in 2022, making up over half of such incidents in Asia. <Description>:Armed ship robberies in the Singapore Strait are on the rise. Maritime information sharing centre ReCAAP said there were 55 cases last year, up by about 12% compared to the previous year. These account for over half of such incidents in Asia. It also marks the second-highest number of cases in the past decade, with the",
"<Uploader>:Singapore and Uzbekistan to deepen cooperation in civil aviation, land transport. <Description>:Singapore and Uzbekistan have inked a pact to cooperate more closely on transportation -- specifically in civil aviation and land transport, as well as human resources, innovation and research for the sector. The MOU is among eight deals exchanged on the final day of Uzbek President Shavkat Mirziyoyev's state visit. At ",
"<Uploader>:Singapore welcomed 6.3 million international visitors in 2022, exceeding forecasts. <Description>:The Singapore Tourism Board is expecting twice as many visitors to the country this year. That's with more flight connectivity and capacity available, as well as China's reopening. This will help the industry recover to up to 75% of pre-pandemic levels. 2022 visitor numbers surpassed authorities' forecast, with 6.3 million tourists",
"<Uploader>:Singapore confident of ""significant progress"" in resolving bilateral issues with Malaysia soon. <Description>:Malaysia Prime Minister Anwar Ibrahim is set to visit Singapore by end-January. Singapore President Halimah Yacob is also expected to make a state visit to Malaysia in March. Speaking during his four-day visit to Malaysia, Singapore Foreign Affairs Minister Vivian Balakrishnan said it was a fruitful discussion, especially aft",
"<Uploader>:Temasek Trust's collaborative philanthropy arm joins World Economic Forum's new climate initiative. <Description>:Stronger partnerships to quicken the fight against climate change. That's what Temasek Trust's collaborative philanthropy arm, Philanthropy Asia Alliance (PAA), hopes to bring about, as it joins the World Economic Forum's ""Giving to Amplify Earth Action"" plan. The new global initiative aims to unlock US$3 trillion of financin",
"<Uploader>:Chief economists surveyed by World Economic Forum say global recession is imminent. <Description>:A global recession is imminent, according to chief economists surveyed by the World Economic Forum. Nearly two-thirds of them are expecting a global recession, with about one in five saying the scenario is ""extremely likely"". Global leaders, policymakers and business heads have gathered in Davos, Switzerland for the ",
"<Uploader>:Vietnam president resigns after Communist Party blames him for ""violations and wrongdoings"". <Description>:Vietnam President Nguyen Xuan Phuc has submitted his resignation, having held the ceremonial position for just under two years. He will be the country's first president to be ousted while in office, amid a widening anti-corruption crackdown led by Communist Party chief Nguyen Phu Trong. Mr Phuc was forced to resig",
"<Uploader>:China's 2022 economic growth slumps to one of its worst in nearly half a century. <Description>:China's economy slowed sharply in the fourth quarter, dragging down full year growth to one of its worst in nearly half a century. Gross domestic product rose by 2.9% in 4Q2022, beating analysts' forecast of just 1.6% growth. For the full year, China's economy grew 3%, missing the official growth target of around 5.5% for the v",
"<Uploader>:Russia aims to expand its armed forces to 1.5 million combat personnel by 2026. <Description>:Russia has announced sweeping changes to its armed forces, after months of setbacks on the battlefield in Ukraine. Moscow aims to strengthen its combat capabilities, including boosting troop numbers to 1.5 million. The country currently has around one million servicemen. The build-up will be implemented over the next t",
"<Uploader>:China's population shrinks for first time in six decades. <Description>:China's population has shrunk for the first time in six decades, triggering warnings of a demographic crisis. The 2022 national birth rate fell to a record low, amid an ageing society. The rising cost of raising children, shifting attitudes on family and marriage, as well as China's slowing economic growth have been blamed for t",
"<Uploader>:Vietnam President Nguyen Xuan Phuc resigns amid widening anti-corruption crackdown. <Description>:Vietnam President Nguyen Xuan Phuc has submitted his resignation, having held the ceremonial position for just under two years. He will be the country's first president to be ousted while in office, amid a widening anti-corruption crackdown led by Communist Party chief Nguyen Phu Trong. Mr Phuc was forced to resig",
"<Uploader>:What China's shrinking population means for its future. <Description>:China’s falling population is a big issue psychologically, but whether it becomes a demographic crisis or not depends on how the government responds to it, Dr Stuart Gietel-Basten, professor of social science at Khalifa University, told CNA’s Asia Now. ",
"<Uploader>:China’s falling population may not be due to its one-child policy: Expert. <Description>:China’s relaxation of its strict one-child policy in 2016 and 2021 has not led people to have more children, Dr John Donaldson, associate professor of political science at the Singapore Management University's School of Social Sciences, told CNA’s Asia Now. ",
"<Uploader>:Some Malaysians working in Singapore get time off to visit family back home for Chinese New Year. <Description>:Despite facing a manpower crunch, some firms have made arrangements to allow their Malaysian employees, some of whom have not seen their loved ones for years, to return home for the festive period. CNA's Clara Lee reports.",
<Uploader>:Nepal plane crash: Final moments of Yeti Airlines flight seen in video filmed by passenger. <Description>:,
"<Uploader>:Making sense of China's GDP data. <Description>:China's economy slowed sharply in the fourth quarter of last year due to stringent COVID-19 curbs, leading to one of its worst growth figures in nearly half a century. But OCBC Bank economist Tommy Xie told CNA's Asia First that there is reason to be optimistic this year, with headwinds of last year potentially turning into tailw",
"<Uploader>:Emotional reunions at Hong Kong-China borders as thousands travel after reopening. <Description>:“It’s like seeing the sun!” a Hong Kong resident said as he crossed into mainland China for the first time in three years to visit friends. Airports, ferry terminals and land checkpoints saw scenes of emotional reunions as travellers, many of whom have not seen their loved ones since the COVID-19 pandemic, met their fam",
"<Uploader>:Efforts underway to help US businesses go digital in collecting payments. <Description>:The United States may be home to some of the largest technology companies in the world, but its payment systems can seem somewhat antiquated for visitors to the country. Obstacles remain due to factors such as the lack of knowledge in implementing such systems, along with fears that they are vulnerable to hacks. ",
<Uploader>:Music for the lungs as patients sing their way to better health. <Description>:A group of people are working on their breathlessness by singing under the watch of a trained instructor in a programme facilitated by Yishun Health.  Some said they are less anxious and less breathless after participating in the Tune UP initiative. CNA's Sherlyn Seah reports.,
<Uploader>:Britain presses on with space efforts after failing to make history in recent rocket launch. <Description>:,
"<Uploader>:Thai K-pop star BamBam teases a big Got7 'surprise' in 2023 | CNA Lifestyle. <Description>:Got7’s BamBam sat down with CNA Lifestyle’s Genevieve Loh for an exclusive candid chat about how the bandmates make fun of each other in their K-pop group’s “busy” group chat, the most important life lesson he learned from his mother, and his obsession with Singapore’s Hainanese chicken rice. ",
"<Uploader>:Upcycled, handcrafted Chinese New Year decorations in the heartlands. <Description>:Decorations in some neighbourhoods have become bigger, brighter and better. That's despite the tight deadline some residents had to work with to ensure their upcycled Christmas decorations or handmade craft could be completed in time for Chinese New Year.",
"<Uploader>:Singapore restaurants see dine-in demand pick up for Chinese New Year, but manpower crunch remains. <Description>:With COVID-19 restrictions now off the table, restaurants in Singapore have seen reservations for large dining groups doubling well ahead of Chinese New Year. But the booming business is putting even more pressure on manpower needs. ",
<Uploader>:Singapore and ASEAN must stay committed to regional cohesion: Heng Chee How. <Description>:Singapore and other ASEAN countries must stay committed to regional cohesion and be ready to adjust to new external events. Senior Minister of State for Defence Heng Chee How also suggested developing sub-groups within ASEAN to address specific regional concerns more effectively. He was speaking at the Shangri,
<Uploader>:IPS senior research fellow Laurel Teo on the future of work Singaporeans want. <Description>:Younger workers are less willing to trade off pay and more time-off for family or personal time compared to those above 55. A survey by the Institute of Policy Studies has revealed such differences in views on the future work between younger and older Singaporeans. Those between 21 and 34 also value learning and career a,
"<Uploader>:New private home sales fall for third straight month, plunging to 14-year low in Dec. <Description>:New private home sales fell for the third straight month in December, plunging to the lowest level in 14 years. Developers sold 170 residential units in December, down by 34.6% month-on-month. Figures from the URA showed 89 homes were sold in the core central region, making up more than half of total December s",
"<Uploader>:Tour agencies in Singapore gearing up to attract Chinese tourists. <Description>:According to the Singapore Tourism Board, more than 190 new licences have been issued to travel agents over the last three years. Nearly half of them were given out last year. Travel agencies are upping their game to attract Chinese tourists after China reopened its borders earlier this month. Besides creating new itineraries, ",
"<Uploader>:Refreshed industry transformation map for environmental services industry launched. <Description>:More than 1,600 jobs in roles like data analysts and sustainability managers are expected to be created in the environmental services industry by 2025. This, under a refreshed road map for the sector to raise resilience and lower reliance on manual labour. The industry, which employs more than 71,000 workers, can also ac",
"<Uploader>:New $4m grant to help construction firms subsidise cost of safety systems for cranes. <Description>:A $4-million grant will be made available to companies in March to subsidise the cost of safety control systems for cranes, which cost at least $8,500. The Manpower Ministry will be co-funding installation by funding 70% of qualifying costs. Dangerous occurrences involving cranes tripled last year, and workplace fatalities hi",
"<Uploader>:Businesses at China-Hong Kong border mull challenges despite reopening optimism. <Description>:The world economy looks set to get a boost from China's reopening. With Chinese residents gearing up for travel, sectors such as aviation and tourism are getting a lift. The IMF has described China's pivot from zero-COVID as likely the single most important factor for global growth this year. Meanwhile, businesses on the main",
"<Uploader>:Taliban orders heads, faces of female mannequins in Afghanistan to be covered up. <Description>:The heads and faces of mannequins in women's clothing stores across Afghanistan's capital have been covered up, under the latest Taliban restriction. Along the streets of Kabul, mannequins have been hooded or masked in aluminium foil, cloth sacks or black plastic bags. The Taliban initially wanted their heads cut off, citin",
<Uploader>:China gears up for more domestic travel ahead of Lunar New Year as COVID outbreak continues. <Description>:The travel frenzy within China is intensifying in the countdown to the Lunar New Year. Millions are criss-crossing the country in the rush to return to their hometowns in the next five days. More than two billion trips across China are expected in the weeks around the holidays. Many people welcomed the freedom to travel without ,
"<Uploader>:World Economic Forum kicks off in Davos amid fears of recession. <Description>:Global leaders are in Davos, Switzerland this week for the annual World Economic Forum meeting. On the agenda: Complex issues such as slowing economic growth, the energy crisis and climate change. This year, 52 heads of state and government will be at the summit themed ""Cooperation in a Fragmented World"". O",
"<Uploader>:Extreme wealth, extreme poverty increase simultaneously for first time in 25 years: Oxfam. <Description>:For the first time in 25 years, extreme wealth and extreme poverty have increased simultaneously. In its latest inequality report, Oxfam found that the top 1% accrued nearly twice as much new wealth as the rest of the world combined. It said a wealth tax of even 5% on the super rich each year could potentially lift two billion ",
"<Uploader>:Russia and Belarus begin joint air force drills that are ""purely defensive in nature"". <Description>:Russia and Belarus have begun joint air force drills amid growing concern that Moscow could be pushing its ally to join the war in Ukraine. Belarus has maintained that the exercise is purely ""defensive"" in nature. But, the ongoing buildup of Russian troops in the country -- combined with a flurry of military activity -- is an e",
<Uploader>:At least 68 dead after Yeti Airlines plane crashes in Nepal. <Description>:Nepal is in mourning after its deadliest plane crash in 30 years. At least 68 of the 72 passengers on board a Yeti Airlines plane have died. The ATR 72 was about to land at Pokhara airport after flying from Kathmandu. An airport spokesperson said the pilot did not report anything wrong as the plane made its approach. Rescuers ,
"<Uploader>:Yeti Airlines plane crash: Mountains make Nepal more vulnerable to air accidents, says expert. <Description>:Nepal’s topography – its high altitude and mountainous ranges – make the country more vulnerable to domestic aviation accidents, such as the fatal Yeti Airlines crash in Pokhara on Sunday, Michael Boyd, CEO of aviation consultancy Boyd Group International, told CNA’s Asia First.",
"<Uploader>:China's reopening brings relief for Shenzhen businesses amid COVID-19 surge, trade curbs. <Description>:China's reopening after three years of COVID-19 isolation might have brought initial relief for businesses, but existing roadblocks such as a COVID-19 surge and trade restrictions have dampened recovery expectations. CNA’s Olivia Siong reports. ",
<Uploader>:Nepal plane crash: Video moments before the disaster. <Description>:A video moments before the Nepal plane crash on Sunday (Jan 15) showed the Yeti Airlines aircraft rolling on its side before it went down in the city of Pokhara. At least 68 people have been killed in Nepal’s worst air crash in three decades. (Video: AP),
<Uploader>:Yeti Airlines plane crash: Will aircraft safety rules in Nepal be tightened further?. <Description>:,
"<Uploader>:Nepalese rescue workers search for survivors in Yeti Airlines flight wreckage. <Description>:Rescue workers were searching for survivors on Sunday (Jan 15) amid the smouldering wreckage of a Yeti Airlines flight. At least 40 people were killed when the domestic flight crashed in Pokhara in Nepal. (Video: Reuters, ANI)",
<Uploader>:Where do old mobile phones go when they're recycled?. <Description>:,
"<Uploader>:2023 investment outlook: More pain ahead, but bargain hunters rejoice | Money Talks podcast. <Description>:With a volatile 2022 market and recovery only expected towards the end of 2023, are there still investment opportunities to be had? Christopher Ng, trainer at financial education company Dr Wealth, discusses investment strategies and money lessons for the year ahead with host Sarah Al-Khaldi.",
"<Uploader>:Life in North Maluku, Indonesia's happiest province. <Description>:",
<Uploader>:SailGP organisers partnering local NGO to help tackle ocean pollution. <Description>:Competitors at the first-ever Singapore Sail Grand Prix will be sailing for glory and saving mother earth as well. Event organisers are partnering a local NGO to drive a green project aimed at transforming plastics found in the sea to biofuels and fertilisers. ,
"<Uploader>:2 new training programmes to help deep tech, biomedical sectors. <Description>:Singapore's tech and biomedical sectors will get a boost, with two new initiatives to attract talent into the industry and deepen the skillsets of those in the field. The first initiative launched is the Deep Tech Talent Central. It is offering those interested in engineering innovations or scientific discoveries an opportunity to learn fr",
"<Uploader>:Singapore's maritime industry logs steady growth in 2022. <Description>:Singapore's maritime industry logged steady growth in 2022, despite global inflationary pressures and supply chain disruptions. The Port of Singapore handled its second-highest amount of cargo ever, solidifying its position as the world's largest transshipment port.",
"<Uploader>:Desmond Lee calls for all generations to have stake in Singapore's future. <Description>:National Development Minister Desmond Lee has urged all generations to have a stake in Singapore's future. He said there must a balance between present needs and longer-term goals. These include protecting the state's reserves and careful urban planning. Mr Lee was speaking at the 7th St Gallen Singapore Forum, a pla",
"<Uploader>:More than 460 people being investigated following islandwide police enforcement operations. <Description>:More than 460 people are being investigated for various offences following islandwide enforcement operations ahead of Chinese New Year festivities. They aim to clamp down on crimes such as illegal gambling, drug-related offences and vice. The Singapore Police Force said it will continue to ramp up such operations. ",
"<Uploader>:Crypto lender Hodlnaut's interim judicial managers to remain despite firm's appeal. <Description>:A Singapore judge has thrown out a bid by troubled crypto lender Hodlnaut to remove its interim judicial managers, EY. The spat centres around Hodlnaut's restructuring plan over its near S$260 million debt, which has EY seeking liquidation for the firm.",
"<Uploader>:New industry standards to improve safety of food products sold online. <Description>:Singapore is introducing new industry standards to ensure food safety across food e-commerce supply chains. For online businesses, platforms and delivery companies, it means more clarity on things like displaying proper food labels, and standardising food traceability and product recall procedures. For consumers, it mea",
"<Uploader>:Construction of Jurong Region Line begins. <Description>:Demolition and upgrades are slated for existing structures at three busy interchanges, as the Land Transport Authority begins the above ground construction of the Jurong Region Line. Construction is being done in three stages, with the first being completed in four years' time.",
"<Uploader>:CNA Explains: Key things investors look for when they read corporate earnings reports. <Description>:The first US bank earnings are out, with JPMorgan Chase and the Bank of America beating estimates with their fourth-quarter results. Citigroup is the next US bank that will report its earnings. Apart from seeing how lenders are benefiting from higher interest rates, investors will also focus on how the companies will survive t",
"<Uploader>:Dr Serina Rahman on possible leadership contest within UMNO. <Description>:UMNO president Ahmad Zahid Hamidi has defended his track record as party leader, while challengers wait in the wings to make their move on top positions, should they be made open to contest. Dr Serina Rahman, a lecturer at the Department of Southeast Asian Studies at National University of Singapore, shared her views on t",
"<Uploader>:US, Japan defence ministers hold talks at Pentagon. <Description>:US President Joe Biden is set to welcome Japanese Prime Minister Fumio Kishida at the White House. It is the last stop of Mr Kishida's tour of G7 countries as he seeks to forge ties to ward off security challenges posed by China, North Korea and Russia. Meanwhile, American and Japanese defence ministers have met at th",
"<Uploader>:South Korea seeks to prosecute 23 officials over Itaewon crowd crush. <Description>:South Korea wants to prosecute 23 government officials for their roles in last October's crowd crush in Itaewon, which left 158 people dead. Investigators are seeking manslaughter and negligence charges. After a months-long probe, authorities are blaming a lack of safety measures and inadequate response time as the main c",
"<Uploader>:Russia says Belarus may enter conflict if Ukraine invades either country. <Description>:Russia has said that ally Belarus could enter the war in Ukraine, if Kyiv decides to invade either Russia or Belarus. The Russian foreign ministry claims that such a move on Kyiv's part or its use of military force would provide sufficient grounds for a collective response. But the official added that any final decision would depen",
"<Uploader>:COVID-19: Around 490,000 trips made to and from China since Jan 8. <Description>:China says that around half a million international arrivals and departures have taken place since the country reopened its borders on Jan 8.  Of that figure, 250,000 trips were inbound and 240,000 were outbound. The sharp increase in travel demand comes after three years of isolation imposed by strict COVID-19 measures.",
"<Uploader>:Ahmad Zahid braces for possible leadership challenge within UMNO. <Description>:Malaysia's Deputy Prime Minister Ahmad Zahid Hamidi is bracing for a possible leadership challenge within his own party UMNO. Former UMNO vice-president Hishammuddin Hussein has expressed his readiness to contest one of the party's top positions, if it should be open for competition. The contest for the top two UMN",
<Uploader>:Ukraine cyber group turning e-cigarettes into power banks for frontline soldiers. <Description>:Everyday Ukrainians are rallying to help soldiers on the frontline as they continue to defend their country in the ongoing war against Russia. A group of cyber specialists are repurposing batteries from used e-cigarettes into power banks for frontline soldiers living in places like forests and trenches with no access to electrici,
